#time content I_1 V_1 V_2 Xe_1 Xe_1V_1 Xe_1V_2 Xe_1V_3 Xe_1V_4 Xe_1V_5 Xe_1V_6 Xe_1V_7 Xe_1V_8 Xe/SD var
26109 7.1e-05 1.7624e-11 2.39021e-06 2.58878e-16 1.45033e-15 4.44538e-06 1.35672e-08 2.2787e-14 1.52602e-12 3.41081e-20 2.7242e-11 1.88072e-15 1.01226e-15 1.14796 0.0177205
26209 7.1e-05 1.75702e-11 2.40236e-06 2.61269e-16 1.44264e-15 4.46169e-06 1.35704e-08 2.29249e-14 1.53998e-12 3.4597e-20 2.78925e-11 1.92581e-15 1.03944e-15 1.14743 0.017796
26309 7.1e-05 1.7517e-11 2.4145e-06 2.63671e-16 1.43505e-15 4.47798e-06 1.35738e-08 2.30629e-14 1.55397e-12 3.50891e-20 2.85538e-11 1.97164e-15 1.06715e-15 1.14689 0.0178714
26409 7.1e-05 1.74645e-11 2.42663e-06 2.66082e-16 1.42755e-15 4.49423e-06 1.35776e-08 2.32012e-14 1.568e-12 3.55844e-20 2.92259e-11 2.01821e-15 1.0954e-15 1.14636 0.0179467
26509 7.1e-05 1.74126e-11 2.43874e-06 2.68503e-16 1.42015e-15 4.51047e-06 1.35816e-08 2.33397e-14 1.58205e-12 3.6083e-20 2.99089e-11 2.06552e-15 1.12418e-15 1.14582 0.018022
26609 7.1e-05 1.73612e-11 2.45085e-06 2.70934e-16 1.41284e-15 4.52667e-06 1.35858e-08 2.34783e-14 1.59613e-12 3.65848e-20 3.0603e-11 2.11358e-15 1.15351e-15 1.14529 0.0180972
26709 7.1e-05 1.73105e-11 2.46295e-06 2.73374e-16 1.40561e-15 4.54285e-06 1.35903e-08 2.36172e-14 1.61024e-12 3.70898e-20 3.13081e-11 2.1624e-15 1.18339e-15 1.14475 0.0181724
26809 7.1e-05 1.72603e-11 2.47503e-06 2.75825e-16 1.39848e-15 4.55901e-06 1.35951e-08 2.37563e-14 1.62438e-12 3.7598e-20 3.20244e-11 2.21198e-15 1.21383e-15 1.14421 0.0182474
26909 7.1e-05 1.72107e-11 2.48711e-06 2.78285e-16 1.39143e-15 4.57513e-06 1.36001e-08 2.38957e-14 1.63854e-12 3.81093e-20 3.2752e-11 2.26232e-15 1.24483e-15 1.14368 0.0183225
27009 7.1e-05 1.71617e-11 2.49917e-06 2.80755e-16 1.38447e-15 4.59123e-06 1.36053e-08 2.40352e-14 1.65273e-12 3.86238e-20 3.3491e-11 2.31344e-15 1.27639e-15 1.14314 0.0183974
27109 7.1e-05 1.71131e-11 2.51122e-06 2.83235e-16 1.37759e-15 4.60731e-06 1.36108e-08 2.4175e-14 1.66695e-12 3.91414e-20 3.42413e-11 2.36532e-15 1.30853e-15 1.14261 0.0184723
27209 7.1e-05 1.70652e-11 2.52327e-06 2.85725e-16 1.37079e-15 4.62336e-06 1.36166e-08 2.43151e-14 1.68119e-12 3.96621e-20 3.50032e-11 2.41799e-15 1.34125e-15 1.14207 0.0185471
27309 7.1e-05 1.70177e-11 2.5353e-06 2.88224e-16 1.36407e-15 4.63938e-06 1.36226e-08 2.44553e-14 1.69546e-12 4.0186e-20 3.57767e-11 2.47145e-15 1.37456e-15 1.14154 0.0186219
27409 7.1e-05 1.69708e-11 2.54733e-06 2.90733e-16 1.35744e-15 4.65538e-06 1.36289e-08 2.45958e-14 1.70975e-12 4.07129e-20 3.65619e-11 2.52569e-15 1.40845e-15 1.141 0.0186965
27509 7.1e-05 1.69244e-11 2.55934e-06 2.93252e-16 1.35088e-15 4.67135e-06 1.36354e-08 2.47366e-14 1.72407e-12 4.12428e-20 3.73588e-11 2.58073e-15 1.44295e-15 1.14047 0.0187711
27609 7.1e-05 1.68785e-11 2.57134e-06 2.9578e-16 1.3444e-15 4.68729e-06 1.36421e-08 2.48776e-14 1.73841e-12 4.17758e-20 3.81675e-11 2.63656e-15 1.47804e-15 1.13993 0.0188456
27709 7.1e-05 1.68331e-11 2.58334e-06 2.98319e-16 1.33799e-15 4.70321e-06 1.36491e-08 2.50188e-14 1.75277e-12 4.23119e-20 3.89882e-11 2.6932e-15 1.51374e-15 1.1394 0.01892
27809 7.1e-05 1.67882e-11 2.59532e-06 3.00867e-16 1.33166e-15 4.71911e-06 1.36564e-08 2.51603e-14 1.76716e-12 4.28509e-20 3.98208e-11 2.75065e-15 1.55005e-15 1.13886 0.0189943
27909 7.1e-05 1.67438e-11 2.6073e-06 3.03424e-16 1.32541e-15 4.73498e-06 1.36639e-08 2.53021e-14 1.78157e-12 4.3393e-20 4.06655e-11 2.80891e-15 1.58698e-15 1.13833 0.0190685
28009 7.1e-05 1.66998e-11 2.61926e-06 3.05992e-16 1.31922e-15 4.75082e-06 1.36716e-08 2.54441e-14 1.79601e-12 4.3938e-20 4.15223e-11 2.86799e-15 1.62454e-15 1.13779 0.0191426
28109 7.1e-05 1.66563e-11 2.63122e-06 3.08569e-16 1.31311e-15 4.76664e-06 1.36796e-08 2.55864e-14 1.81046e-12 4.44859e-20 4.23914e-11 2.92789e-15 1.66272e-15 1.13726 0.0192166
28209 7.1e-05 1.66133e-11 2.64317e-06 3.11155e-16 1.30706e-15 4.78243e-06 1.36878e-08 2.5729e-14 1.82494e-12 4.50368e-20 4.32728e-11 2.98862e-15 1.70154e-15 1.13672 0.0192905
28309 7.1e-05 1.65707e-11 2.65511e-06 3.13752e-16 1.30108e-15 4.79819e-06 1.36962e-08 2.58718e-14 1.83943e-12 4.55907e-20 4.41665e-11 3.05018e-15 1.74099e-15 1.13619 0.0193643
28409 7.1e-05 1.65286e-11 2.66704e-06 3.16358e-16 1.29517e-15 4.81394e-06 1.37049e-08 2.60149e-14 1.85395e-12 4.61474e-20 4.50726e-11 3.11257e-15 1.7811e-15 1.13565 0.019438
28509 7.1e-05 1.64869e-11 2.67896e-06 3.18973e-16 1.28933e-15 4.82965e-06 1.37138e-08 2.61583e-14 1.86849e-12 4.6707e-20 4.59913e-11 3.1758e-15 1.82185e-15 1.13512 0.0195116
28609 7.1e-05 1.64456e-11 2.69087e-06 3.21598e-16 1.28355e-15 4.84534e-06 1.3723e-08 2.6302e-14 1.88305e-12 4.72695e-20 4.69226e-11 3.23988e-15 1.86326e-15 1.13458 0.0195851
28709 7.1e-05 1.64048e-11 2.70277e-06 3.24233e-16 1.27784e-15 4.86101e-06 1.37324e-08 2.6446e-14 1.89763e-12 4.78349e-20 4.78666e-11 3.3048e-15 1.90533e-15 1.13405 0.0196585
28809 7.1e-05 1.63644e-11 2.71466e-06 3.26878e-16 1.27219e-15 4.87665e-06 1.3742e-08 2.65903e-14 1.91223e-12 4.8403e-20 4.88232e-11 3.37057e-15 1.94806e-15 1.13352 0.0197317
28909 7.1e-05 1.63244e-11 2.72655e-06 3.29532e-16 1.2666e-15 4.89226e-06 1.37518e-08 2.67348e-14 1.92684e-12 4.8974e-20 4.97927e-11 3.4372e-15 1.99147e-15 1.13298 0.0198049
29009 7.1e-05 1.62847e-11 2.73843e-06 3.32196e-16 1.26108e-15 4.90785e-06 1.37619e-08 2.68797e-14 1.94148e-12 4.95478e-20 5.07751e-11 3.50469e-15 2.03556e-15 1.13245 0.0198779
29109 7.1e-05 1.62455e-11 2.7503e-06 3.34869e-16 1.25561e-15 4.92341e-06 1.37722e-08 2.70248e-14 1.95613e-12 5.01244e-20 5.17704e-11 3.57305e-15 2.08032e-15 1.13191 0.0199508
29209 7.1e-05 1.62067e-11 2.76216e-06 3.37553e-16 1.2502e-15 4.93895e-06 1.37828e-08 2.71703e-14 1.97081e-12 5.07037e-20 5.27787e-11 3.64227e-15 2.12578e-15 1.13138 0.0200236
29309 7.1e-05 1.61683e-11 2.77401e-06 3.40245e-16 1.24485e-15 4.95447e-06 1.37935e-08 2.73161e-14 1.98549e-12 5.12858e-20 5.38001e-11 3.71237e-15 2.17192e-15 1.13084 0.0200962
29409 7.1e-05 1.61302e-11 2.78585e-06 3.42948e-16 1.23956e-15 4.96996e-06 1.38045e-08 2.74622e-14 2.0002e-12 5.18706e-20 5.48347e-11 3.78333e-15 2.21876e-15 1.13031 0.0201687
29509 7.1e-05 1.60926e-11 2.79769e-06 3.4566e-16 1.23433e-15 4.98542e-06 1.38157e-08 2.76086e-14 2.01492e-12 5.24581e-20 5.58825e-11 3.85518e-15 2.26631e-15 1.12978 0.0202411
29609 7.1e-05 1.60553e-11 2.80952e-06 3.48381e-16 1.22915e-15 5.00086e-06 1.38272e-08 2.77553e-14 2.02966e-12 5.30483e-20 5.69436e-11 3.92792e-15 2.31456e-15 1.12924 0.0203134
29709 7.1e-05 1.60183e-11 2.82134e-06 3.51113e-16 1.22403e-15 5.01628e-06 1.38388e-08 2.79023e-14 2.04442e-12 5.36411e-20 5.8018e-11 4.00154e-15 2.36353e-15 1.12871 0.0203855
29809 7.1e-05 1.59818e-11 2.83316e-06 3.53854e-16 1.21896e-15 5.03167e-06 1.38507e-08 2.80497e-14 2.05919e-12 5.42367e-20 5.91059e-11 4.07604e-15 2.41321e-15 1.12818 0.0204575
29909 7.1e-05 1.59455e-11 2.84496e-06 3.56604e-16 1.21394e-15 5.04703e-06 1.38628e-08 2.81974e-14 2.07398e-12 5.48348e-20 6.02072e-11 4.15145e-15 2.46361e-15 1.12764 0.0205293
30009 7.1e-05 1.59097e-11 2.85676e-06 3.59364e-16 1.20898e-15 5.06237e-06 1.38751e-08 2.83454e-14 2.08878e-12 5.54356e-20 6.13221e-11 4.22775e-15 2.51475e-15 1.12711 0.020601
30109 7.1e-05 1.58741e-11 2.86855e-06 3.62134e-16 1.20406e-15 5.07769e-06 1.38876e-08 2.84938e-14 2.1036e-12 5.6039e-20 6.24506e-11 4.30495e-15 2.56661e-15 1.12657 0.0206726
30209 7.1e-05 1.5839e-11 2.88034e-06 3.64914e-16 1.1992e-15 5.09298e-06 1.39004e-08 2.86425e-14 2.11843e-12 5.6645e-20 6.35928e-11 4.38306e-15 2.61921e-15 1.12604 0.020744
30309 7.1e-05 1.58041e-11 2.89212e-06 3.67703e-16 1.19439e-15 5.10825e-06 1.39134e-08 2.87915e-14 2.13327e-12 5.72535e-20 6.47487e-11 4.46207e-15 2.67255e-15 1.12551 0.0208152
30409 7.1e-05 1.57696e-11 2.90389e-06 3.70502e-16 1.18963e-15 5.12349e-06 1.39265e-08 2.89409e-14 2.14813e-12 5.78646e-20 6.59184e-11 4.542e-15 2.72664e-15 1.12498 0.0208864
30509 7.1e-05 1.57354e-11 2.91565e-06 3.7331e-16 1.18492e-15 5.13871e-06 1.39399e-08 2.90906e-14 2.163e-12 5.84782e-20 6.7102e-11 4.62284e-15 2.78148e-15 1.12444 0.0209573
30609 7.1e-05 1.57015e-11 2.92741e-06 3.76128e-16 1.18025e-15 5.1539e-06 1.39535e-08 2.92407e-14 2.17789e-12 5.90943e-20 6.82994e-11 4.7046e-15 2.83708e-15 1.12391 0.0210282
30709 7.1e-05 1.5668e-11 2.93916e-06 3.78956e-16 1.17563e-15 5.16907e-06 1.39673e-08 2.93911e-14 2.19279e-12 5.9713e-20 6.95109e-11 4.78728e-15 2.89344e-15 1.12338 0.0210988
30809 7.1e-05 1.56347e-11 2.95091e-06 3.81794e-16 1.17106e-15 5.18421e-06 1.39814e-08 2.95419e-14 2.2077e-12 6.03341e-20 7.07364e-11 4.87089e-15 2.95056e-15 1.12284 0.0211693
30909 7.1e-05 1.56018e-11 2.96265e-06 3.84641e-16 1.16654e-15 5.19933e-06 1.39956e-08 2.96931e-14 2.22263e-12 6.09576e-20 7.1976e-11 4.95542e-15 3.00845e-15 1.12231 0.0212397
31009 7.1e-05 1.55691e-11 2.97438e-06 3.87498e-16 1.16206e-15 5.21443e-06 1.401e-08 2.98446e-14 2.23756e-12 6.15837e-20 7.32298e-11 5.04089e-15 3.06711e-15 1.12178 0.0213099
31109 7.1e-05 1.55368e-11 2.9861e-06 3.90365e-16 1.15762e-15 5.2295e-06 1.40247e-08 2.99965e-14 2.25251e-12 6.22121e-20 7.44977e-11 5.12728e-15 3.12656e-15 1.12125 0.0213799
31209 7.1e-05 1.55047e-11 2.99782e-06 3.93241e-16 1.15323e-15 5.24455e-06 1.40395e-08 3.01487e-14 2.26747e-12 6.2843e-20 7.57799e-11 5.21462e-15 3.18679e-15 1.12072 0.0214497
31309 7.1e-05 1.5473e-11 3.00954e-06 3.96127e-16 1.14888e-15 5.25957e-06 1.40545e-08 3.03013e-14 2.28245e-12 6.34762e-20 7.70765e-11 5.30289e-15 3.2478e-15 1.12018 0.0215194
31409 7.1e-05 1.54415e-11 3.02125e-06 3.99023e-16 1.14458e-15 5.27457e-06 1.40698e-08 3.04543e-14 2.29743e-12 6.41118e-20 7.83874e-11 5.39211e-15 3.30961e-15 1.11965 0.021589
31509 7.1e-05 1.54103e-11 3.03295e-06 4.01928e-16 1.14031e-15 5.28955e-06 1.40852e-08 3.06077e-14 2.31242e-12 6.47498e-20 7.97128e-11 5.48227e-15 3.37221e-15 1.11912 0.0216583
31609 7.1e-05 1.53794e-11 3.04465e-06 4.04844e-16 1.13609e-15 5.3045e-06 1.41009e-08 3.07614e-14 2.32743e-12 6.53902e-20 8.10526e-11 5.57339e-15 3.43562e-15 1.11859 0.0217275
31709 7.1e-05 1.53488e-11 3.05634e-06 4.07769e-16 1.13191e-15 5.31943e-06 1.41167e-08 3.09155e-14 2.34244e-12 6.60328e-20 8.2407e-11 5.66545e-15 3.49983e-15 1.11806 0.0217965
31809 7.1e-05 1.53184e-11 3.06803e-06 4.10704e-16 1.12777e-15 5.33433e-06 1.41328e-08 3.107e-14 2.35747e-12 6.66778e-20 8.37759e-11 5.75847e-15 3.56484e-15 1.11753 0.0218654
31909 7.1e-05 1.52883e-11 3.07971e-06 4.13648e-16 1.12367e-15 5.34921e-06 1.4149e-08 3.12249e-14 2.3725e-12 6.7325e-20 8.51595e-11 5.85244e-15 3.63068e-15 1.117 0.0219341
32009 7.1e-05 1.52585e-11 3.09138e-06 4.16603e-16 1.11961e-15 5.36407e-06 1.41655e-08 3.13802e-14 2.38754e-12 6.79746e-20 8.65578e-11 5.94738e-15 3.69733e-15 1.11647 0.0220026
32109 7.1e-05 1.52289e-11 3.10306e-06 4.19567e-16 1.11559e-15 5.3789e-06 1.41821e-08 3.15359e-14 2.4026e-12 6.86264e-20 8.79708e-11 6.04327e-15 3.7648e-15 1.11594 0.0220709
32209 7.1e-05 1.51996e-11 3.11472e-06 4.22541e-16 1.1116e-15 5.39371e-06 1.41989e-08 3.1692e-14 2.41766e-12 6.92804e-20 8.93986e-11 6.14013e-15 3.83309e-15 1.1154 0.022139
32309 7.1e-05 1.51705e-11 3.12638e-06 4.25525e-16 1.10766e-15 5.40849e-06 1.4216e-08 3.18484e-14 2.43273e-12 6.99367e-20 9.08412e-11 6.23796e-15 3.90222e-15 1.11487 0.022207
32409 7.1e-05 1.51417e-11 3.13804e-06 4.28519e-16 1.10375e-15 5.42325e-06 1.42332e-08 3.20053e-14 2.44781e-12 7.05951e-20 9.22987e-11 6.33676e-15 3.97218e-15 1.11434 0.0222748
32509 7.1e-05 1.51132e-11 3.14969e-06 4.31522e-16 1.09987e-15 5.43799e-06 1.42506e-08 3.21626e-14 2.4629e-12 7.12558e-20 9.37712e-11 6.43653e-15 4.04298e-15 1.11381 0.0223423
32609 7.1e-05 1.50848e-11 3.16134e-06 4.34536e-16 1.09604e-15 5.4527e-06 1.42681e-08 3.23203e-14 2.478e-12 7.19187e-20 9.52586e-11 6.53727e-15 4.11462e-15 1.11328 0.0224098
32709 7.1e-05 1.50568e-11 3.17298e-06 4.37559e-16 1.09224e-15 5.46739e-06 1.42859e-08 3.24783e-14 2.4931e-12 7.25837e-20 9.67611e-11 6.63899e-15 4.18711e-15 1.11276 0.022477
32809 7.1e-05 1.50289e-11 3.18462e-06 4.40593e-16 1.08847e-15 5.48205e-06 1.43039e-08 3.26368e-14 2.50822e-12 7.32508e-20 9.82786e-11 6.7417e-15 4.26044e-15 1.11223 0.022544
32909 7.1e-05 1.50013e-11 3.19626e-06 4.43636e-16 1.08474e-15 5.4967e-06 1.4322e-08 3.27958e-14 2.52334e-12 7.39201e-20 9.98112e-11 6.84538e-15 4.33463e-15 1.1117 0.0226108
33009 7.1e-05 1.49739e-11 3.20789e-06 4.46689e-16 1.08104e-15 5.51131e-06 1.43404e-08 3.29551e-14 2.53847e-12 7.45915e-20 1.01359e-10 6.95005e-15 4.40968e-15 1.11117 0.0226775
33109 7.1e-05 1.49468e-11 3.21952e-06 4.49752e-16 1.07738e-15 5.52591e-06 1.43589e-08 3.31148e-14 2.5536e-12 7.5265e-20 1.02922e-10 7.0557e-15 4.48558e-15 1.11064 0.0227439
33209 7.1e-05 1.49198e-11 3.23114e-06 4.52825e-16 1.07375e-15 5.54048e-06 1.43776e-08 3.3275e-14 2.56874e-12 7.59406e-20 1.045e-10 7.16234e-15 4.56235e-15 1.11011 0.0228102
33309 7.1e-05 1.48931e-11 3.24276e-06 4.55908e-16 1.07016e-15 5.55503e-06 1.43965e-08 3.34356e-14 2.58389e-12 7.66182e-20 1.06094e-10 7.26997e-15 4.63999e-15 1.10958 0.0228763
33409 7.1e-05 1.48667e-11 3.25438e-06 4.59001e-16 1.06659e-15 5.56955e-06 1.44155e-08 3.35966e-14 2.59905e-12 7.72979e-20 1.07702e-10 7.3786e-15 4.7185e-15 1.10905 0.0229422
33509 7.1e-05 1.48404e-11 3.26599e-06 4.62104e-16 1.06306e-15 5.58405e-06 1.44348e-08 3.37581e-14 2.61421e-12 7.79796e-20 1.09327e-10 7.48822e-15 4.79789e-15 1.10853 0.0230078
33609 7.1e-05 1.48143e-11 3.2776e-06 4.65217e-16 1.05956e-15 5.59853e-06 1.44542e-08 3.392e-14 2.62938e-12 7.86634e-20 1.10966e-10 7.59884e-15 4.87815e-15 1.108 0.0230733
33709 7.1e-05 1.47885e-11 3.2892e-06 4.68341e-16 1.05609e-15 5.61298e-06 1.44738e-08 3.40823e-14 2.64456e-12 7.93491e-20 1.12621e-10 7.71045e-15 4.95929e-15 1.10747 0.0231386
33809 7.1e-05 1.47628e-11 3.30081e-06 4.71474e-16 1.05265e-15 5.62741e-06 1.44936e-08 3.4245e-14 2.65974e-12 8.00369e-20 1.14292e-10 7.82307e-15 5.04133e-15 1.10694 0.0232037
33909 7.1e-05 1.47374e-11 3.31241e-06 4.74617e-16 1.04924e-15 5.64182e-06 1.45135e-08 3.44082e-14 2.67492e-12 8.07266e-20 1.15978e-10 7.93669e-15 5.12425e-15 1.10642 0.0232685
34009 7.1e-05 1.47122e-11 3.324e-06 4.77771e-16 1.04587e-15 5.65621e-06 1.45336e-08 3.45718e-14 2.69012e-12 8.14183e-20 1.17679e-10 8.05131e-15 5.20806e-15 1.10589 0.0233332
34109 7.1e-05 1.46872e-11 3.3356e-06 4.80934e-16 1.04252e-15 5.67057e-06 1.45539e-08 3.47359e-14 2.70532e-12 8.21119e-20 1.19396e-10 8.16694e-15 5.29276e-15 1.10536 0.0233977
34209 7.1e-05 1.46623e-11 3.34719e-06 4.84108e-16 1.0392e-15 5.6849e-06 1.45744e-08 3.49004e-14 2.72052e-12 8.28075e-20 1.21129e-10 8.28358e-15 5.37837e-15 1.10484 0.0234619
34309 7.1e-05 1.46377e-11 3.35877e-06 4.87292e-16 1.03591e-15 5.69922e-06 1.4595e-08 3.50654e-14 2.73573e-12 8.3505e-20 1.22877e-10 8.40123e-15 5.46488e-15 1.10431 0.023526
34409 7.1e-05 1.46132e-11 3.37036e-06 4.90486e-16 1.03265e-15 5.71351e-06 1.46158e-08 3.52308e-14 2.75094e-12 8.42043e-20 1.24642e-10 8.51989e-15 5.55229e-15 1.10378 0.0235898
34509 7.1e-05 1.4589e-11 3.38194e-06 4.9369e-16 1.02942e-15 5.72778e-06 1.46368e-08 3.53967e-14 2.76616e-12 8.49056e-20 1.26421e-10 8.63956e-15 5.64061e-15 1.10326 0.0236534
34609 7.1e-05 1.45649e-11 3.39352e-06 4.96905e-16 1.02621e-15 5.74202e-06 1.4658e-08 3.5563e-14 2.78138e-12 8.56087e-20 1.28217e-10 8.76025e-15 5.72985e-15 1.10273 0.0237169
34709 7.1e-05 1.4541e-11 3.4051e-06 5.00129e-16 1.02303e-15 5.75624e-06 1.46793e-08 3.57298e-14 2.79661e-12 8.63137e-20 1.30028e-10 8.88196e-15 5.81999e-15 1.10221 0.0237801
34809 7.1e-05 1.45174e-11 3.41668e-06 5.03364e-16 1.01988e-15 5.77044e-06 1.47008e-08 3.5897e-14 2.81184e-12 8.70206e-20 1.31855e-10 9.00468e-15 5.91106e-15 1.10168 0.0238431
34909 7.1e-05 1.44938e-11 3.42825e-06 5.0661e-16 1.01676e-15 5.78462e-06 1.47224e-08 3.60647e-14 2.82708e-12 8.77293e-20 1.33698e-10 9.12843e-15 6.00304e-15 1.10116 0.0239059
35009 7.1e-05 1.44705e-11 3.43983e-06 5.09865e-16 1.01366e-15 5.79877e-06 1.47442e-08 3.62328e-14 2.84232e-12 8.84397e-20 1.35557e-10 9.25319e-15 6.09595e-15 1.10063 0.0239684
35109 7.1e-05 1.44473e-11 3.4514e-06 5.13131e-16 1.01059e-15 5.8129e-06 1.47662e-08 3.64015e-14 2.85757e-12 8.9152e-20 1.37432e-10 9.37898e-15 6.18978e-15 1.10011 0.0240308
35209 7.1e-05 1.44244e-11 3.46297e-06 5.16408e-16 1.00755e-15 5.827e-06 1.47883e-08 3.65705e-14 2.87281e-12 8.98661e-20 1.39323e-10 9.5058e-15 6.28454e-15 1.09959 0.0240929
35309 7.1e-05 1.44015e-11 3.47453e-06 5.19694e-16 1.00453e-15 5.84109e-06 1.48106e-08 3.67401e-14 2.88807e-12 9.0582e-20 1.4123e-10 9.63364e-15 6.38024e-15 1.09906 0.0241548
35409 7.1e-05 1.43789e-11 3.4861e-06 5.22991e-16 1.00153e-15 5.85515e-06 1.48331e-08 3.69101e-14 2.90332e-12 9.12996e-20 1.43152e-10 9.76251e-15 6.47687e-15 1.09854 0.0242165
35509 7.1e-05 1.43564e-11 3.49766e-06 5.26299e-16 9.98565e-16 5.86918e-06 1.48557e-08 3.70806e-14 2.91858e-12 9.2019e-20 1.45091e-10 9.8924e-15 6.57443e-15 1.09802 0.024278
35609 7.1e-05 1.43341e-11 3.50923e-06 5.29617e-16 9.95621e-16 5.8832e-06 1.48785e-08 3.72516e-14 2.93385e-12 9.27401e-20 1.47046e-10 1.00233e-14 6.67294e-15 1.09749 0.0243393
35709 7.1e-05 1.4312e-11 3.52079e-06 5.32945e-16 9.927e-16 5.89719e-06 1.49014e-08 3.7423e-14 2.94911e-12 9.34629e-20 1.49016e-10 1.01553e-14 6.77238e-15 1.09697 0.0244003
35809 7.1e-05 1.429e-11 3.53235e-06 5.36284e-16 9.89804e-16 5.91116e-06 1.49245e-08 3.7595e-14 2.96439e-12 9.41874e-20 1.51003e-10 1.02883e-14 6.87277e-15 1.09645 0.0244611
35909 7.1e-05 1.42682e-11 3.54391e-06 5.39633e-16 9.86932e-16 5.92511e-06 1.49478e-08 3.77674e-14 2.97966e-12 9.49137e-20 1.53006e-10 1.04223e-14 6.97411e-15 1.09592 0.0245217
36009 7.1e-05 1.42465e-11 3.55546e-06 5.42993e-16 9.84083e-16 5.93903e-06 1.49712e-08 3.79402e-14 2.99494e-12 9.56416e-20 1.55026e-10 1.05574e-14 7.0764e-15 1.0954 0.0245821
36109 7.1e-05 1.4225e-11 3.56702e-06 5.46364e-16 9.81257e-16 5.95293e-06 1.49947e-08 3.81136e-14 3.01021e-12 9.63712e-20 1.57061e-10 1.06935e-14 7.17965e-15 1.09488 0.0246423
36209 7.1e-05 1.42037e-11 3.57858e-06 5.49745e-16 9.78454e-16 5.96681e-06 1.50185e-08 3.82875e-14 3.0255e-12 9.71024e-20 1.59112e-10 1.08306e-14 7.28384e-15 1.09436 0.0247022
36309 7.1e-05 1.41825e-11 3.59013e-06 5.53137e-16 9.75674e-16 5.98066e-06 1.50423e-08 3.84618e-14 3.04078e-12 9.78353e-20 1.6118e-10 1.09688e-14 7.38899e-15 1.09384 0.0247619
36409 7.1e-05 1.41614e-11 3.60169e-06 5.56539e-16 9.72916e-16 5.99449e-06 1.50664e-08 3.86367e-14 3.05607e-12 9.85699e-20 1.63264e-10 1.1108e-14 7.49511e-15 1.09332 0.0248213
36509 7.1e-05 1.41405e-11 3.61324e-06 5.59952e-16 9.70181e-16 6.0083e-06 1.50905e-08 3.8812e-14 3.07136e-12 9.9306e-20 1.65364e-10 1.12482e-14 7.60218e-15 1.0928 0.0248806
36609 7.1e-05 1.41198e-11 3.6248e-06 5.63376e-16 9.67467e-16 6.02209e-06 1.51148e-08 3.89878e-14 3.08666e-12 1.00044e-19 1.67481e-10 1.13895e-14 7.71022e-15 1.09228 0.0249396
36709 7.1e-05 1.40992e-11 3.63635e-06 5.6681e-16 9.64775e-16 6.03585e-06 1.51393e-08 3.91641e-14 3.10195e-12 1.00783e-19 1.69613e-10 1.15319e-14 7.81922e-15 1.09176 0.0249984
36809 7.1e-05 1.40787e-11 3.64791e-06 5.70255e-16 9.62104e-16 6.04959e-06 1.51639e-08 3.93409e-14 3.11725e-12 1.01524e-19 1.71762e-10 1.16752e-14 7.9292e-15 1.09124 0.0250569
36909 7.1e-05 1.40584e-11 3.65946e-06 5.73711e-16 9.59454e-16 6.06331e-06 1.51887e-08 3.95182e-14 3.13255e-12 1.02267e-19 1.73928e-10 1.18197e-14 8.04014e-15 1.09072 0.0251153
37009 7.1e-05 1.40382e-11 3.67101e-06 5.77178e-16 9.56826e-16 6.07701e-06 1.52136e-08 3.96961e-14 3.14785e-12 1.03011e-19 1.76109e-10 1.19651e-14 8.15206e-15 1.0902 0.0251734
37109 7.1e-05 1.40182e-11 3.68257e-06 5.80656e-16 9.54217e-16 6.09068e-06 1.52387e-08 3.98744e-14 3.16316e-12 1.03756e-19 1.78307e-10 1.21117e-14 8.26494e-15 1.08968 0.0252312
37209 7.1e-05 1.39983e-11 3.69412e-06 5.84144e-16 9.5163e-16 6.10433e-06 1.52639e-08 4.00532e-14 3.17846e-12 1.04504e-19 1.80522e-10 1.22592e-14 8.37881e-15 1.08916 0.0252888
37309 7.1e-05 1.39785e-11 3.70567e-06 5.87643e-16 9.49062e-16 6.11796e-06 1.52892e-08 4.02325e-14 3.19377e-12 1.05252e-19 1.82753e-10 1.24079e-14 8.49366e-15 1.08864 0.0253462
37409 7.1e-05 1.39589e-11 3.71723e-06 5.91153e-16 9.46514e-16 6.13156e-06 1.53147e-08 4.04124e-14 3.20909e-12 1.06002e-19 1.85e-10 1.25575e-14 8.60948e-15 1.08813 0.0254034
37509 7.1e-05 1.39394e-11 3.72878e-06 5.94674e-16 9.43986e-16 6.14515e-06 1.53404e-08 4.05927e-14 3.2244e-12 1.06754e-19 1.87263e-10 1.27082e-14 8.72629e-15 1.08761 0.0254603
37609 7.1e-05 1.392e-11 3.74034e-06 5.98206e-16 9.41478e-16 6.15871e-06 1.53661e-08 4.07736e-14 3.23971e-12 1.07507e-19 1.89544e-10 1.286e-14 8.84408e-15 1.08709 0.025517
37709 7.1e-05 1.39007e-11 3.75189e-06 6.01749e-16 9.38989e-16 6.17224e-06 1.53921e-08 4.09549e-14 3.25503e-12 1.08262e-19 1.9184e-10 1.30128e-14 8.96286e-15 1.08657 0.0255735
37809 7.1e-05 1.38816e-11 3.76345e-06 6.05303e-16 9.36519e-16 6.18576e-06 1.54181e-08 4.11368e-14 3.27035e-12 1.09018e-19 1.94153e-10 1.31667e-14 9.08262e-15 1.08606 0.0256297
37909 7.1e-05 1.38626e-11 3.77501e-06 6.08868e-16 9.34067e-16 6.19925e-06 1.54443e-08 4.13192e-14 3.28567e-12 1.09776e-19 1.96482e-10 1.33216e-14 9.20337e-15 1.08554 0.0256857
