#time content I_1 V_1 V_2 Xe_1 Xe_1V_1 Xe_1V_2 Xe_1V_3 Xe_1V_4 Xe_1V_5 Xe_1V_6 Xe_1V_7 Xe_1V_8 Xe/SD var
38009 7.1e-05 1.38438e-11 3.78656e-06 6.12444e-16 9.31635e-16 6.21272e-06 1.54707e-08 4.15021e-14 3.30099e-12 1.10535e-19 1.98828e-10 1.34776e-14 9.32512e-15 1.08502 0.0257414
38109 7.1e-05 1.3825e-11 3.79812e-06 6.16032e-16 9.29221e-16 6.22617e-06 1.54971e-08 4.16855e-14 3.31632e-12 1.11296e-19 2.0119e-10 1.36346e-14 9.44786e-15 1.08451 0.0257969
38209 7.1e-05 1.38064e-11 3.80968e-06 6.1963e-16 9.26825e-16 6.23959e-06 1.55238e-08 4.18695e-14 3.33164e-12 1.12057e-19 2.03569e-10 1.37927e-14 9.57159e-15 1.08399 0.0258522
38309 7.1e-05 1.37879e-11 3.82124e-06 6.23239e-16 9.24447e-16 6.253e-06 1.55505e-08 4.2054e-14 3.34697e-12 1.12821e-19 2.05965e-10 1.39519e-14 9.69632e-15 1.08348 0.0259072
38409 7.1e-05 1.37696e-11 3.83281e-06 6.2686e-16 9.22087e-16 6.26638e-06 1.55774e-08 4.2239e-14 3.3623e-12 1.13586e-19 2.08376e-10 1.41121e-14 9.82204e-15 1.08296 0.025962
38509 7.1e-05 1.37513e-11 3.84437e-06 6.30492e-16 9.19744e-16 6.27974e-06 1.56044e-08 4.24245e-14 3.37763e-12 1.14352e-19 2.10805e-10 1.42733e-14 9.94876e-15 1.08245 0.0260166
38609 7.1e-05 1.37332e-11 3.85593e-06 6.34135e-16 9.17419e-16 6.29307e-06 1.56316e-08 4.26105e-14 3.39296e-12 1.15119e-19 2.1325e-10 1.44357e-14 1.00765e-14 1.08193 0.0260709
38709 7.1e-05 1.37151e-11 3.8675e-06 6.37789e-16 9.15111e-16 6.30638e-06 1.56589e-08 4.27971e-14 3.4083e-12 1.15888e-19 2.15711e-10 1.4599e-14 1.02052e-14 1.08142 0.026125
38809 7.1e-05 1.36972e-11 3.87907e-06 6.41455e-16 9.12821e-16 6.31968e-06 1.56863e-08 4.29842e-14 3.42363e-12 1.16659e-19 2.18189e-10 1.47635e-14 1.03349e-14 1.08091 0.0261788
38909 7.1e-05 1.36794e-11 3.89064e-06 6.45132e-16 9.10547e-16 6.33294e-06 1.57138e-08 4.31719e-14 3.43897e-12 1.1743e-19 2.20683e-10 1.4929e-14 1.04657e-14 1.08039 0.0262324
39009 7.1e-05 1.36617e-11 3.90221e-06 6.4882e-16 9.0829e-16 6.34619e-06 1.57415e-08 4.336e-14 3.45431e-12 1.18204e-19 2.23195e-10 1.50955e-14 1.05974e-14 1.07988 0.0262857
39109 7.1e-05 1.36442e-11 3.91378e-06 6.5252e-16 9.06049e-16 6.35941e-06 1.57693e-08 4.35488e-14 3.46965e-12 1.18978e-19 2.25722e-10 1.52631e-14 1.07302e-14 1.07937 0.0263388
39209 7.1e-05 1.36267e-11 3.92535e-06 6.56231e-16 9.03825e-16 6.37262e-06 1.57973e-08 4.3738e-14 3.48499e-12 1.19754e-19 2.28266e-10 1.54318e-14 1.08639e-14 1.07886 0.0263917
39309 7.1e-05 1.36093e-11 3.93693e-06 6.59953e-16 9.01617e-16 6.38579e-06 1.58253e-08 4.39278e-14 3.50033e-12 1.20531e-19 2.30827e-10 1.56015e-14 1.09987e-14 1.07834 0.0264443
39409 7.1e-05 1.35921e-11 3.94851e-06 6.63687e-16 8.99424e-16 6.39895e-06 1.58535e-08 4.41181e-14 3.51567e-12 1.21309e-19 2.33404e-10 1.57723e-14 1.11344e-14 1.07783 0.0264967
39509 7.1e-05 1.35749e-11 3.96009e-06 6.67433e-16 8.97248e-16 6.41209e-06 1.58819e-08 4.4309e-14 3.53102e-12 1.22089e-19 2.35998e-10 1.59442e-14 1.12712e-14 1.07732 0.0265488
39609 7.1e-05 1.35579e-11 3.97167e-06 6.7119e-16 8.95088e-16 6.4252e-06 1.59103e-08 4.45004e-14 3.54636e-12 1.2287e-19 2.38609e-10 1.61171e-14 1.1409e-14 1.07681 0.0266007
39709 7.1e-05 1.3541e-11 3.98325e-06 6.74958e-16 8.92942e-16 6.43829e-06 1.59389e-08 4.46923e-14 3.56171e-12 1.23652e-19 2.41236e-10 1.62911e-14 1.15478e-14 1.0763 0.0266523
39809 7.1e-05 1.35241e-11 3.99484e-06 6.78738e-16 8.90813e-16 6.45136e-06 1.59676e-08 4.48848e-14 3.57706e-12 1.24436e-19 2.43879e-10 1.64661e-14 1.16877e-14 1.07579 0.0267037
39909 7.1e-05 1.35074e-11 4.00643e-06 6.8253e-16 8.88698e-16 6.4644e-06 1.59965e-08 4.50778e-14 3.59241e-12 1.25221e-19 2.46539e-10 1.66423e-14 1.18285e-14 1.07528 0.0267549
40009 7.1e-05 1.34907e-11 4.01802e-06 6.86334e-16 8.86598e-16 6.47742e-06 1.60254e-08 4.52714e-14 3.60776e-12 1.26007e-19 2.49216e-10 1.68194e-14 1.19704e-14 1.07477 0.0268058
40109 7.1e-05 1.34742e-11 4.02962e-06 6.90149e-16 8.84514e-16 6.49043e-06 1.60545e-08 4.54655e-14 3.62312e-12 1.26794e-19 2.51909e-10 1.69977e-14 1.21132e-14 1.07426 0.0268564
40209 7.1e-05 1.34578e-11 4.04121e-06 6.93975e-16 8.82444e-16 6.5034e-06 1.60837e-08 4.56602e-14 3.63847e-12 1.27583e-19 2.54619e-10 1.7177e-14 1.22571e-14 1.07375 0.0269068
40309 7.1e-05 1.34414e-11 4.05281e-06 6.97814e-16 8.80388e-16 6.51636e-06 1.6113e-08 4.58554e-14 3.65383e-12 1.28373e-19 2.57346e-10 1.73573e-14 1.2402e-14 1.07324 0.026957
40409 7.1e-05 1.34252e-11 4.06441e-06 7.01664e-16 8.78347e-16 6.5293e-06 1.61425e-08 4.60512e-14 3.66919e-12 1.29164e-19 2.60089e-10 1.75388e-14 1.2548e-14 1.07274 0.0270069
40509 7.1e-05 1.3409e-11 4.07602e-06 7.05527e-16 8.7632e-16 6.54221e-06 1.6172e-08 4.62475e-14 3.68454e-12 1.29956e-19 2.62848e-10 1.77213e-14 1.26949e-14 1.07223 0.0270566
40609 7.1e-05 1.3393e-11 4.08763e-06 7.09401e-16 8.74307e-16 6.5551e-06 1.62017e-08 4.64444e-14 3.6999e-12 1.3075e-19 2.65624e-10 1.79048e-14 1.28429e-14 1.07172 0.027106
40709 7.1e-05 1.3377e-11 4.09924e-06 7.13286e-16 8.72309e-16 6.56797e-06 1.62315e-08 4.66418e-14 3.71527e-12 1.31544e-19 2.68417e-10 1.80895e-14 1.29919e-14 1.07121 0.0271552
40809 7.1e-05 1.33611e-11 4.11085e-06 7.17184e-16 8.70324e-16 6.58081e-06 1.62615e-08 4.68398e-14 3.73063e-12 1.3234e-19 2.71226e-10 1.82751e-14 1.31419e-14 1.07071 0.0272041
40909 7.1e-05 1.33453e-11 4.12247e-06 7.21094e-16 8.68352e-16 6.59364e-06 1.62915e-08 4.70384e-14 3.74599e-12 1.33137e-19 2.74052e-10 1.84619e-14 1.32929e-14 1.0702 0.0272528
41009 7.1e-05 1.33296e-11 4.13409e-06 7.25015e-16 8.66395e-16 6.60644e-06 1.63217e-08 4.72375e-14 3.76136e-12 1.33936e-19 2.76894e-10 1.86497e-14 1.3445e-14 1.06969 0.0273012
41109 7.1e-05 1.3314e-11 4.14571e-06 7.28949e-16 8.6445e-16 6.61922e-06 1.6352e-08 4.74372e-14 3.77673e-12 1.34735e-19 2.79753e-10 1.88386e-14 1.35981e-14 1.06919 0.0273494
41209 7.1e-05 1.32985e-11 4.15733e-06 7.32895e-16 8.62519e-16 6.63197e-06 1.63823e-08 4.76374e-14 3.7921e-12 1.35536e-19 2.82629e-10 1.90286e-14 1.37522e-14 1.06868 0.0273974
41309 7.1e-05 1.32831e-11 4.16896e-06 7.36853e-16 8.60602e-16 6.64471e-06 1.64129e-08 4.78382e-14 3.80747e-12 1.36338e-19 2.85521e-10 1.92196e-14 1.39074e-14 1.06818 0.0274451
41409 7.1e-05 1.32677e-11 4.1806e-06 7.40822e-16 8.58697e-16 6.65742e-06 1.64435e-08 4.80396e-14 3.82284e-12 1.37141e-19 2.88429e-10 1.94117e-14 1.40635e-14 1.06767 0.0274925
41509 7.1e-05 1.32524e-11 4.19223e-06 7.44804e-16 8.56805e-16 6.67011e-06 1.64742e-08 4.82415e-14 3.83822e-12 1.37945e-19 2.91354e-10 1.96048e-14 1.42207e-14 1.06717 0.0275397
41609 7.1e-05 1.32372e-11 4.20387e-06 7.48798e-16 8.54925e-16 6.68278e-06 1.65051e-08 4.8444e-14 3.85359e-12 1.38751e-19 2.94296e-10 1.9799e-14 1.43789e-14 1.06667 0.0275866
41709 7.1e-05 1.32221e-11 4.21552e-06 7.52805e-16 8.53059e-16 6.69543e-06 1.6536e-08 4.86471e-14 3.86897e-12 1.39557e-19 2.97254e-10 1.99943e-14 1.45382e-14 1.06616 0.0276333
41809 7.1e-05 1.32071e-11 4.22716e-06 7.56823e-16 8.51205e-16 6.70805e-06 1.65671e-08 4.88507e-14 3.88435e-12 1.40365e-19 3.00228e-10 2.01907e-14 1.46985e-14 1.06566 0.0276798
41904.5 7.1e-05 1.31929e-11 4.23829e-06 7.60673e-16 8.49445e-16 6.72009e-06 1.65969e-08 4.90457e-14 3.89904e-12 1.41137e-19 3.03085e-10 2.03792e-14 1.48525e-14 1.06518 0.0277239
42000 7.1e-05 1.31787e-11 4.24943e-06 7.64534e-16 8.47697e-16 6.73211e-06 1.66268e-08 4.92413e-14 3.91373e-12 1.41911e-19 3.05956e-10 2.05687e-14 1.50075e-14 1.0647 0.0277678
