#time Xe1_2
0.000011	2.72818E+17
0.0000121	2.77223E+17
0.00001331	2.72431E+17
1.4641E-05	2.66954E+17
1.61051E-05	2.67544E+17
1.77156E-05	2.55917E+17
1.94872E-05	2.52064E+17
2.14359E-05	2.39207E+17
2.35795E-05	2.28112E+17
2.59374E-05	2.28917E+17
2.85312E-05	2.27553E+17
3.13843E-05	2.16667E+17
3.45227E-05	1.95285E+17
3.7975E-05	2.00147E+17
4.17725E-05	1.89189E+17
4.59497E-05	1.81111E+17
5.05447E-05	1.61314E+17
5.55992E-05	1.44845E+17
6.11591E-05	1.4792E+17
6.7275E-05	1.45637E+17
7.40025E-05	1.38356E+17
8.14027E-05	1.12206E+17
8.9543E-05	1.01589E+17
9.84973E-05	9.2985E+16
0.000108347	9.09506E+16
0.000119182	6.77074E+16
0.0001311	6.01514E+16
0.00014421	5.04962E+16
0.000158631	4.66691E+16
0.000174494	3.26533E+16
0.000191943	3.12415E+16
0.000211138	2.27858E+16
0.000232252	1.47859E+16
0.000255477	1.31099E+16
0.000281024	1.04408E+16
0.000309127	7.68899E+15
0.000340039	5.0929E+15
0.000374043	4.09152E+15
0.000411448	1.64923E+15
0.000452593	1.7406E+15
0.000497852	6.67939E+14
0.000547637	5.71244E+14
0.000602401	2.04447E+14
0.000662641	1.81887E+14
0.000728905	7.88237E+13
0.000801795	6.67675E+13
0.000881975	5.97911E+13
0.000970172	4.95044E+13
0.00106719	4.811E+13
0.001173909	4.59242E+13
0.001291299	4.57273E+13
0.001420429	4.34844E+13
0.001562472	4.13577E+13
0.001718719	4.24773E+13
0.001890591	4.25579E+13
0.002079651	4.25568E+13
0.002287616	4.25568E+13
0.002516377	4.25567E+13
0.002768015	4.25568E+13
0.003044816	4.27E+13
0.003349298	4.19596E+13
0.003684228	4.11777E+13
0.004052651	4.27728E+13
0.004457916	4.25693E+13
0.004903707	4.09967E+13
0.005394078	4.14568E+13
0.005933486	4.22995E+13
0.006526834	4.25601E+13
0.007179518	4.25134E+13
0.00789747	4.22063E+13
0.008687217	4.13746E+13
0.009555938	4.13728E+13
0.010511532	4.09165E+13
0.011562685	4.09964E+13
0.012718954	4.09969E+13
0.013990849	4.09968E+13
0.015389934	4.09967E+13
0.016928927	4.0994E+13
0.01862182	4.11414E+13
0.020484002	4.04363E+13
0.022532402	3.97299E+13
0.024785643	3.95121E+13
0.027264207	3.94964E+13
0.029990628	3.94259E+13
0.03298969	3.86904E+13
0.036288659	3.79505E+13
0.039917525	3.80502E+13
0.043909278	3.79829E+13
0.048300206	3.73816E+13
0.053130226	3.60651E+13
0.058443249	3.52154E+13
0.064287574	3.52933E+13
0.070716331	3.40251E+13
0.077787964	3.35281E+13
0.08556676	3.28615E+13
0.094123437	3.14503E+13
0.10353578	3.05381E+13
0.113889358	3.01708E+13
0.125278294	2.9228E+13
0.137806123	2.82497E+13
0.151586736	2.71705E+13
0.166745409	2.59605E+13
0.18341995	2.50448E+13
0.201761945	2.26272E+13
0.22193814	2.18321E+13
0.244131954	2.09657E+13
0.268545149	2.00506E+13
0.295399664	1.78576E+13
0.32493963	1.61327E+13
0.357433594	1.60184E+13
0.393176953	1.51997E+13
0.432494648	1.46038E+13
0.475744113	1.26099E+13
0.523318524	1.22138E+13
0.575650377	1.11002E+13
0.633215414	1.06061E+13
0.696536956	9.4599E+12
0.766190651	8.5446E+12
0.842809717	8.28404E+12
0.927090688	7.53941E+12
1.019799757	7.27829E+12
1.121779733	6.03629E+12
1.233957706	6.22427E+12
1.357353477	5.66096E+12
1.493088824	5.61295E+12
1.642397707	4.82327E+12
1.806637477	4.18513E+12
1.987301225	4.20756E+12
2.186031348	3.89923E+12
2.404634482	3.82798E+12
2.645097931	3.37675E+12
2.909607724	3.39053E+12
3.200568496	3.22943E+12
3.520625346	3.10341E+12
3.87268788	2.95527E+12
4.259956668	2.81095E+12
4.685952335	2.67047E+12
5.154547568	2.68367E+12
5.670002325	2.68241E+12
6.237002558	2.67988E+12
6.860702814	2.69514E+12
7.546773095	2.67152E+12
8.301450404	2.61499E+12
9.131595445	2.64804E+12
10.04475499	2.752E+12
11.04923049	2.71275E+12
12.15415354	2.7898E+12
13.36956889	2.78928E+12
14.70652578	2.96193E+12
16.17717836	3.18257E+12
17.79489619	3.1366E+12
19.57438581	3.35968E+12
21.53182439	3.15428E+12
23.68500683	3.47167E+12
26.05350752	3.83215E+12
28.65885827	3.88094E+12
31.5247441	3.85825E+12
34.67721851	3.86322E+12
38.14494036	4.08389E+12
41.95943439	4.18868E+12
46.15537783	4.20623E+12
50.77091561	4.14506E+12
55.84800717	3.86037E+12
61.43280789	3.633E+12
67.57608868	3.61244E+12
74.33369755	3.33625E+12
81.7670673	3.1889E+12
89.94377403	2.76206E+12
98.93815144	2.72299E+12
108.8319666	2.50435E+12
119.7151632	2.47135E+12
131.6866796	1.54364E+12
144.8553475	1.33138E+12
159.3408823	1.0974E+12
175.2749705	8.71018E+11
192.8024676	6.12752E+11
212.0827143	5.19838E+11
233.2909857	4.60887E+11
256.6200843	2.52839E+11
282.2820927	2.1195E+11
310.510302	89214668409
341.5613322	91291647482
375.7174654	74402665055
413.289212	57227031332
454.6181332	43690371513
500.0799465	42463787842
550.0879411	41730888725
605.0967353	41669891600
665.6064088	40132246796
732.1670497	39525020461
805.3837546	39634762414
885.9221301	39414046743
974.5143431	38908040454
1071.965777	38192051390
1179.162355	38003554160
1297.078591	38304007647
1426.78645	36481739535
1569.465095	36496900539
1726.411604	36629766162
1899.052765	36603414702
2088.958041	35186071931
2297.853845	35266210508
2527.63923	35237976406
2780.403153	35140436569
3058.443468	34122144879
3364.287815	33837871665
3700.716596	32705601370
4070.788256	31604113645
4477.867081	31653023883
4925.65379	30353418300
5418.219168	29797959398
5960.041085	28175253569
6556.045194	27078504552
7211.649713	26680415064
7932.814685	25452483742
8726.096153	24365210084
9598.705768	23584568027
10558.57635	22591365007
11614.43398	20839241934
12775.87738	20482858338
14053.46512	16731642779
15458.81163	15078402061
17004.69279	13349791544
18705.16207	10185554608
20575.67828	6063170411
22633.2461	5393654768
24896.57071	1831831879
27386.22778	767399919.2
30124.85056	198417308.5
33137.33562	25265240.49
36451.06918	2352835.561
